City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Celsius
259,vao,-22.6667,167.4833,297.57,70,31,5.22,NC,1674180804,24.420000000000016
260,provideniya,64.3833,-173.3,248.21,70,0,3.0,RU,1674180804,-24.93999999999997
261,manresa,41.725,1.8266,281.79,86,16,0.89,ES,1674180805,8.640000000000043
262,san patricio,28.017,-97.5169,292.07,40,16,3.81,US,1674180805,18.920000000000016
263,terre haute,39.4667,-87.4139,276.3,76,100,9.77,US,1674180806,3.150000000000034
264,eyl,7.9803,49.8164,295.84,77,39,8.35,SO,1674180806,22.689999999999998
265,kodoli,16.8833,74.2,290.12,53,95,1.71,IN,1674180806,16.970000000000027
266,pecos,31.4229,-103.4932,285.54,34,0,2.06,US,1674180807,12.390000000000043
267,nicoya,10.1483,-85.452,297.61,72,95,2.4,CR,1674180807,24.460000000000036
268,saint-leu,-21.15,55.2833,297.63,83,93,1.55,RE,1674180808,24.480000000000018
269,kamenka,51.3223,42.7678,268.04,81,24,7.01,RU,1674180808,-5.109999999999957
270,slave lake,55.2834,-114.769,271.08,66,98,3.09,CA,1674180809,-2.069999999999993
271,san vicente,-26.6167,-54.1333,294.77,68,23,1.17,AR,1674180810,21.620000000000005
272,lahaina,20.8783,-156.6825,301.15,83,11,1.51,US,1674180567,28.0
273,kenai,60.5544,-151.2583,272.64,77,100,6.69,US,1674180811,-0.5099999999999909
274,muros,42.7762,-9.0603,286.53,95,100,6.15,ES,1674180811,13.379999999999995
275,ancud,-41.8697,-73.8203,287.01,94,94,3.55,CL,1674180811,13.860000000000014
276,barkhan,29.8977,69.5256,278.05,74,85,1.98,PK,1674180812,4.900000000000034
277,bago,17.3367,96.4797,295.52,43,6,2.69,MM,1674180596,22.370000000000005
278,boca do acre,-8.7522,-67.3978,295.13,99,100,1.32,BR,1674180814,21.980000000000018
279,braganca,-1.0536,-46.7656,295.05,99,100,0.83,BR,1674180815,21.900000000000034
280,praia da vitoria,38.7333,-27.0667,286.9,79,53,3.82,PT,1674180815,13.75
281,otane,-39.8833,176.6333,296.49,34,5,3.06,NZ,1674180816,23.340000000000032
282,lasa,46.6166,10.7002,266.87,89,53,1.82,IT,1674180816,-6.279999999999973
283,winona,43.9666,-91.7668,272.28,85,100,6.17,US,1674180816,-0.8700000000000045
284,grindavik,63.8424,-22.4338,276.41,81,100,13.38,IS,1674180817,3.2600000000000477
285,teguldet,57.3064,88.1667,254.6,98,100,1.91,RU,1674180817,-18.549999999999983
286,amahai,-3.3333,128.9167,303.14,61,94,1.4,ID,1674180818,29.99000000000001
287,erandique,14.2333,-88.4667,289.48,70,5,2.51,HN,1674180818,16.33000000000004
288,broken hill,-31.95,141.4333,296.11,23,97,6.88,AU,1674180819,22.960000000000036
289,boddam,57.4667,-1.7833,275.61,73,15,9.61,GB,1674180819,2.4600000000000364
290,kihei,20.785,-156.4656,301.16,76,40,3.09,US,1674180820,28.010000000000048
291,pertuis,43.6925,5.5028,275.99,49,70,1.84,FR,1674180820,2.840000000000032
292,saint anthony,45.0205,-93.218,271.85,85,100,6.17,US,1674180821,-1.2999999999999545
293,karlskrona,56.1616,15.5866,275.4,83,85,4.85,SE,1674180821,2.25
294,keti bandar,24.1447,67.4497,286.96,57,58,6.48,PK,1674180822,13.810000000000002
295,sandi,27.3,79.95,282.3,62,7,0.47,IN,1674180822,9.150000000000034
296,graham,47.0529,-122.2943,276.75,92,0,0.0,US,1674180823,3.6000000000000227
297,puerto escondido,15.85,-97.0667,299.61,69,75,0.0,MX,1674180823,26.460000000000036
298,gigmoto,13.7796,124.39,298.19,93,98,6.92,PH,1674180824,25.04000000000002
299,ngunguru,-35.6167,174.5,295.96,58,0,1.01,NZ,1674180824,22.810000000000002
300,salinopolis,-0.6136,-47.3561,296.82,88,100,1.98,BR,1674180825,23.670000000000016
301,aloleng,16.1307,119.7824,301.86,54,18,4.8,PH,1674180825,28.710000000000036
302,oudtshoorn,-33.5907,22.2014,292.84,73,4,0.38,ZA,1674180826,19.689999999999998
303,gat,31.61,34.7642,286.36,32,0,2.28,IL,1674180585,13.210000000000036
304,polyarnyy,69.1989,33.4478,270.34,84,100,6.41,RU,1674180622,-2.8100000000000023
305,manaure,11.7751,-72.4445,298.92,74,51,7.07,CO,1674180827,25.77000000000004
306,jalu,29.0331,21.5482,286.39,26,0,5.29,LY,1674180828,13.240000000000009
307,luwuk,-0.9516,122.7875,302.99,63,100,0.85,ID,1674180828,29.840000000000032
308,champoton,19.35,-90.7167,297.93,85,97,3.16,MX,1674180650,24.78000000000003
309,tiksi,71.6872,128.8694,239.82,100,100,1.5,RU,1674180829,-33.329999999999984
310,little current,45.9793,-81.9248,268.94,91,100,7.67,CA,1674180830,-4.2099999999999795
311,le port,-20.9373,55.2919,298.29,79,97,4.13,RE,1674180831,25.140000000000043
312,galveston,29.3669,-94.9669,290.9,55,0,2.06,US,1674180831,17.75
313,altagracia de orituco,9.8601,-66.3814,293.96,90,40,2.48,VE,1674180832,20.810000000000002
314,osijek,45.5511,18.6939,274.38,93,40,2.06,HR,1674180833,1.2300000000000182
315,sept-iles,50.2001,-66.3821,264.85,70,3,2.24,CA,1674180833,-8.299999999999955
316,murray bridge,-35.1167,139.2667,295.0,34,100,3.93,AU,1674180833,21.850000000000023
317,cotonou,6.3654,2.4183,299.6,84,13,4.35,BJ,1674180834,26.450000000000045
318,sao joao da barra,-21.6403,-41.0511,296.95,87,58,4.96,BR,1674180834,23.80000000000001
319,rybnaya sloboda,55.4613,50.1409,256.87,88,48,3.38,RU,1674180835,-16.279999999999973
320,wellington,-41.2866,174.7756,296.24,74,4,11.32,NZ,1674180601,23.090000000000032
321,molina,-35.1167,-71.2833,290.0,72,100,3.09,CL,1674180750,16.850000000000023
322,parfino,57.9731,31.6481,273.6,98,100,3.73,RU,1674180836,0.4500000000000455
323,lorengau,-2.0226,147.2712,300.05,80,100,3.32,PG,1674180838,26.900000000000034
324,bowen,-20.0167,148.2333,301.3,60,0,5.7,AU,1674180838,28.150000000000034
325,fort-shevchenko,44.5086,50.263,272.06,66,0,4.77,KZ,1674180839,-1.089999999999975
326,guerrero negro,27.9769,-114.0611,288.21,53,0,6.73,MX,1674180840,15.060000000000002
327,ambon,-3.6954,128.1814,303.23,74,20,1.54,ID,1674180736,30.08000000000004
328,husavik,66.0449,-17.3389,266.47,76,100,4.7,IS,1674180841,-6.67999999999995
329,myaundzha,63.0494,147.1858,236.94,93,99,1.84,RU,1674180841,-36.20999999999998
330,abha,18.2164,42.5053,282.29,71,0,0.0,SA,1674180841,9.140000000000043
331,camacupa,-12.0167,17.4833,289.79,92,100,1.1,AO,1674180842,16.640000000000043
332,edd,13.9297,41.6925,298.44,54,0,6.1,ER,1674180842,25.29000000000002
333,alta floresta,-9.8756,-56.0861,293.95,95,100,0.69,BR,1674180843,20.80000000000001
334,sao filipe,14.8961,-24.4956,296.0,72,8,6.68,CV,1674180843,22.850000000000023
335,petatlan,17.5167,-101.2667,299.04,80,17,0.62,MX,1674180606,25.890000000000043
336,birin,26.8865,88.0718,280.08,65,3,1.31,NP,1674180844,6.930000000000007
337,khorol,49.7837,33.2783,280.71,76,100,7.94,UA,1674180845,7.560000000000002
338,vila velha,-20.3297,-40.2925,296.45,92,75,3.6,BR,1674180845,23.30000000000001
339,weihai,37.5017,122.1136,270.37,61,100,9.75,CN,1674180713,-2.7799999999999727
340,toora-khem,52.4675,96.11,255.35,99,100,0.52,RU,1674180846,-17.799999999999983
341,pangai,-19.8,-174.35,301.02,82,100,6.78,TO,1674180847,27.870000000000005
342,asau,46.4333,26.4,278.66,83,100,0.97,RO,1674180847,5.510000000000048
343,kalat,29.0225,66.5916,271.14,86,96,2.66,PK,1674180849,-2.009999999999991
344,comodoro rivadavia,-45.8667,-67.5,300.07,34,20,7.72,AR,1674180849,26.920000000000016
345,san francisco,37.7749,-122.4194,284.07,75,40,3.09,US,1674180849,10.920000000000016
346,beaufort,5.3473,115.7455,302.29,67,100,1.01,MY,1674180850,29.140000000000043
347,inuvik,68.3499,-133.7218,244.65,100,63,1.47,CA,1674180851,-28.49999999999997
348,warrnambool,-38.3833,142.4833,290.67,61,62,5.49,AU,1674180851,17.52000000000004
349,farmington,36.7281,-108.2187,272.53,59,0,3.09,US,1674180556,-0.6200000000000045
350,harper,4.375,-7.7169,299.18,85,34,3.46,LR,1674180852,26.03000000000003
351,talnakh,69.4865,88.3972,239.39,88,3,3.07,RU,1674180853,-33.75999999999999
352,marawi,7.9986,124.2928,299.04,69,97,1.56,PH,1674180854,25.890000000000043
353,morvi,22.8167,70.8333,287.53,56,65,3.61,IN,1674180854,14.379999999999995
354,tuatapere,-46.1333,167.6833,291.34,61,55,4.46,NZ,1674180855,18.189999999999998
355,poya,-21.35,165.15,301.52,64,84,2.91,NC,1674180855,28.370000000000005
356,benguela,-12.5763,13.4055,297.08,81,100,1.6,AO,1674180737,23.930000000000007
357,igrim,63.1906,64.4162,261.89,97,100,1.62,RU,1674180856,-11.259999999999991
358,sibolga,1.7427,98.7792,299.87,72,82,0.23,ID,1674180856,26.720000000000027
359,ayan,56.45,138.1667,244.86,74,100,4.04,RU,1674180857,-28.289999999999964
360,ikornnes,62.3873,6.557,273.57,83,47,1.34,NO,1674180857,0.4200000000000159
361,olinala,17.8333,-98.85,291.94,73,1,3.01,MX,1674180858,18.79000000000002
362,benghazi,32.1167,20.0667,288.88,53,38,8.99,LY,1674180811,15.730000000000018
363,palmer,42.1584,-72.3287,276.01,87,100,2.57,US,1674180859,2.8600000000000136
364,bergen,60.392,5.328,270.3,91,100,0.0,NO,1674180640,-2.849999999999966
365,bandarbeyla,9.4942,50.8122,297.56,71,100,8.55,SO,1674180860,24.410000000000025
366,yeppoon,-23.1333,150.7333,302.03,66,8,5.38,AU,1674180860,28.879999999999995
367,bhachau,23.2833,70.35,287.18,57,23,4.86,IN,1674180861,14.03000000000003
368,hamilton,39.1834,-84.5333,279.5,70,100,6.17,US,1674180585,6.350000000000023
369,zima,53.9202,102.0442,254.5,97,100,1.18,RU,1674180772,-18.649999999999977
370,puerto narino,-3.7703,-70.3831,294.1,99,100,0.91,CO,1674180862,20.950000000000045
371,mattru,7.6244,-11.8332,294.29,97,81,0.95,SL,1674180863,21.140000000000043
372,limbang,4.75,115.0,301.21,67,99,0.55,MY,1674180864,28.060000000000002
373,pafos,34.7667,32.4167,283.03,81,40,3.6,CY,1674180567,9.879999999999995
374,qui nhon,13.7667,109.2333,294.65,82,100,7.84,VN,1674180649,21.5
375,pobe,6.9801,2.6649,295.85,94,5,1.48,BJ,1674180865,22.700000000000045
376,daru,-9.0763,143.2092,303.44,64,61,6.66,PG,1674180866,30.29000000000002
377,salalah,17.0151,54.0924,294.2,23,0,9.77,OM,1674180761,21.05000000000001
378,pak phanang,8.3511,100.202,300.11,72,100,3.19,TH,1674180867,26.960000000000036
379,petropavlovsk-kamchatskiy,53.0452,158.6483,262.48,62,20,5.0,RU,1674180631,-10.669999999999959
380,mehamn,71.0357,27.8492,272.12,80,20,7.2,NO,1674180868,-1.0299999999999727
381,vestmanna,62.1564,-7.1664,270.66,80,40,0.51,FO,1674180868,-2.4899999999999523
382,huilong,31.8111,121.655,282.55,63,1,6.86,CN,1674180833,9.400000000000034
383,narsaq,60.9167,-46.05,269.27,96,100,1.67,GL,1674180869,-3.8799999999999955
384,agdas,40.65,47.4761,279.08,80,60,0.98,AZ,1674180846,5.930000000000007
385,bilibino,68.0546,166.4372,239.95,98,100,1.13,RU,1674180870,-33.19999999999999
386,sharjah,25.3573,55.4033,289.14,82,20,2.06,AE,1674180870,15.990000000000009
387,hovd,48.0056,91.6419,256.96,65,1,1.12,MN,1674180871,-16.189999999999998
388,alice springs,-23.7,133.8833,304.38,40,16,5.14,AU,1674180871,31.230000000000018
389,alugan,12.2188,125.4808,300.64,82,28,6.48,PH,1674180872,27.49000000000001
390,bedesa,8.9,40.7833,286.31,42,100,1.61,ET,1674180849,13.160000000000025
391,chivolo,10.025,-74.6228,298.34,71,65,3.61,CO,1674180873,25.189999999999998
392,tricase,39.9304,18.3553,282.72,74,100,6.51,IT,1674180873,9.57000000000005
393,ucluelet,48.9329,-125.5528,279.87,89,100,1.35,CA,1674180874,6.720000000000027
394,abapo,-18.8333,-63.4667,292.14,89,69,1.22,BO,1674180875,18.99000000000001
395,najran,17.4924,44.1277,283.01,58,0,0.85,SA,1674180635,9.860000000000014
396,corner brook,48.9667,-57.9484,271.68,94,100,2.12,CA,1674180876,-1.4699999999999704
397,tukrah,32.5341,20.5791,288.3,57,100,8.94,LY,1674180877,15.150000000000034
398,owando,-0.4819,15.8999,296.42,77,99,1.52,CG,1674180878,23.27000000000004
399,visnes,59.3556,5.2242,272.71,82,83,1.92,NO,1674180878,-0.4399999999999977
400,bridlington,54.0831,-0.1919,275.66,81,11,8.01,GB,1674180679,2.5100000000000477
401,rwamagana,-1.9487,30.4347,291.84,95,96,0.71,RW,1674180879,18.689999999999998
402,bijar,35.8668,47.6051,264.43,89,5,1.02,IR,1674180880,-8.71999999999997
403,santa marinella,42.0345,11.8536,278.1,90,52,2.29,IT,1674180697,4.9500000000000455
404,turukhansk,65.8167,87.9833,240.04,80,7,4.34,RU,1674180881,-33.109999999999985
405,port lincoln,-34.7333,135.8667,290.84,64,100,6.3,AU,1674180882,17.689999999999998
406,avera,33.194,-82.5271,290.12,44,64,5.96,US,1674180882,16.970000000000027
407,belen,36.4891,36.2233,273.23,100,20,1.03,TR,1674180883,0.08000000000004093
408,andenes,69.3143,16.1194,274.78,75,40,8.23,NO,1674180883,1.6299999999999955
409,capim grosso,-11.3811,-40.0128,294.58,87,100,2.91,BR,1674180884,21.430000000000007
410,inta,66.0317,60.1659,265.97,88,100,3.25,RU,1674180885,-7.17999999999995
411,tiznit,29.5833,-9.5,285.07,39,0,2.14,MA,1674180885,11.920000000000016
412,oxapampa,-10.5775,-75.4017,286.82,97,100,1.13,PE,1674180886,13.670000000000016
413,kabansk,52.0486,106.6528,254.35,96,100,0.22,RU,1674180886,-18.799999999999983
414,chachapoyas,-6.2317,-77.869,284.32,97,100,1.16,PE,1674180887,11.170000000000016
415,olafsvik,64.8945,-23.7142,273.13,91,100,12.05,IS,1674180887,-0.01999999999998181
416,sindor,62.8629,51.8905,269.5,94,100,4.82,RU,1674180888,-3.6499999999999773
417,hay river,60.8156,-115.7999,267.14,86,20,3.6,CA,1674180889,-6.009999999999991
418,van buren,35.4368,-94.3483,278.89,67,0,2.06,US,1674180889,5.740000000000009
419,nome,64.5011,-165.4064,246.02,76,0,1.54,US,1674180890,-27.129999999999967
420,victoria,22.2855,114.1577,291.07,62,77,3.58,HK,1674180868,17.920000000000016
421,chimbote,-9.0853,-78.5783,293.93,77,92,2.51,PE,1674180629,20.78000000000003
422,bose,45.4612,8.0137,272.75,60,21,2.0,IT,1674180892,-0.39999999999997726
423,la brea,15.8,-85.9667,296.33,92,35,1.94,HN,1674180893,23.180000000000007
424,teknaf,20.8624,92.3058,289.98,47,0,1.55,BD,1674180893,16.83000000000004
425,jibuti,11.5,42.5,291.68,78,36,4.6,DJ,1674180894,18.53000000000003
426,valenca,-13.3703,-39.0731,295.73,93,50,0.5,BR,1674180704,22.58000000000004
427,batetskiy,58.6461,30.3027,271.6,97,100,0.72,RU,1674180895,-1.5499999999999545
428,okhotsk,59.3833,143.3,248.93,77,100,5.94,RU,1674180896,-24.21999999999997
429,mariental,-24.6333,17.9667,298.64,51,73,2.9,NA,1674180603,25.49000000000001
430,etchojoa,26.9167,-109.6333,288.86,51,44,4.6,MX,1674180896,15.710000000000036
431,luangwa,-15.6167,30.4167,293.96,99,88,0.44,ZM,1674180897,20.810000000000002
432,port hedland,-20.3167,118.5667,302.18,74,75,4.12,AU,1674180853,29.03000000000003
433,san andres,12.5847,-81.7006,300.16,78,20,3.09,CO,1674180844,27.010000000000048
434,suez,29.9737,32.5263,286.1,32,0,0.97,EG,1674180760,12.950000000000045
435,moerai,-22.4333,-151.3333,299.07,75,19,4.65,PF,1674180900,25.920000000000016
436,omboue,-1.5746,9.2618,297.0,92,100,2.6,GA,1674180901,23.850000000000023
437,constitucion,-35.3333,-72.4167,288.22,82,91,1.14,CL,1674180901,15.07000000000005
438,camana,-16.6228,-72.7111,294.93,81,100,1.91,PE,1674180902,21.78000000000003
439,houma,29.5958,-90.7195,288.71,66,14,2.94,US,1674180861,15.560000000000002
440,mancio lima,-7.6142,-72.8958,294.44,100,100,0.75,BR,1674180905,21.29000000000002
441,cockburn town,21.4612,-71.1419,298.04,75,14,9.06,TC,1674180837,24.890000000000043
